Compound,Formula,IsotopeLabel
PC 34:1,C42H82NO8P,C13-label-30
PC 34:1,C42H82NO8P,C13-label-31
PC 34:1,C42H82NO8P,C13-label-32
PC 34:1,C42H82NO8P,C13-label-33
PC 34:1,C42H82NO8P,C13-label-34
PC 34:1,C42H82NO8P,C13-label-35
PC 34:1,C42H82NO8P,C13-label-36
PC 34:1,C42H82NO8P,C13-label-37
PC 34:1,C42H82NO8P,C13-label-38
PC 34:1,C42H82NO8P,C13-label-39
PC 34:1,C42H82NO8P,C13-label-40
PC 34:1,C42H82NO8P,C13-label-41
PC 34:1,C42H82NO8P,C13-label-42
PC 36:0,C44H88NO7P,C12 PARENT
PC 36:0,C44H88NO7P,C13-label-1
PC 36:0,C44H88NO7P,C13-label-2
PC 36:0,C44H88NO7P,C13-label-3
PC 36:0,C44H88NO7P,C13-label-4
PC 36:0,C44H88NO7P,C13-label-5
PC 36:0,C44H88NO7P,C13-label-6
PC 36:0,C44H88NO7P,C13-label-7
PC 36:0,C44H88NO7P,C13-label-8
PC 36:0,C44H88NO7P,C13-label-9
PC 36:0,C44H88NO7P,C13-label-10
PC 36:0,C44H88NO7P,C13-label-11
PC 36:0,C44H88NO7P,C13-label-12
PC 36:0,C44H88NO7P,C13-label-13
PC 36:0,C44H88NO7P,C13-label-14
PC 36:0,C44H88NO7P,C13-label-15
PC 36:0,C44H88NO7P,C13-label-16
PC 36:0,C44H88NO7P,C13-label-17
PC 36:0,C44H88NO7P,C13-label-18
PC 36:0,C44H88NO7P,C13-label-19
PC 36:0,C44H88NO7P,C13-label-20
PC 36:0,C44H88NO7P,C13-label-21
PC 36:0,C44H88NO7P,C13-label-22
PC 36:0,C44H88NO7P,C13-label-23
PC 36:0,C44H88NO7P,C13-label-24
PC 36:0,C44H88NO7P,C13-label-25
PC 36:0,C44H88NO7P,C13-label-26
PC 36:0,C44H88NO7P,C13-label-27
PC 36:0,C44H88NO7P,C13-label-28
PC 36:0,C44H88NO7P,C13-label-29
PC 36:0,C44H88NO7P,C13-label-30
PC 36:0,C44H88NO7P,C13-label-31
PC 36:0,C44H88NO7P,C13-label-32
PC 36:0,C44H88NO7P,C13-label-33
PC 36:0,C44H88NO7P,C13-label-34
PC 36:0,C44H88NO7P,C13-label-35
PC 36:0,C44H88NO7P,C13-label-36
PC 36:0,C44H88NO7P,C13-label-37
PC 36:0,C44H88NO7P,C13-label-38
PC 36:0,C44H88NO7P,C13-label-39
PC 36:0,C44H88NO7P,C13-label-40
PC 36:0,C44H88NO7P,C13-label-41
PC 36:0,C44H88NO7P,C13-label-42
PC 36:0,C44H88NO7P,C13-label-43
PC 36:0,C44H88NO7P,C13-label-44
PC 36:2,C44H84NO8P,C12 PARENT
PC 36:2,C44H84NO8P,C13-label-1
PC 36:2,C44H84NO8P,C13-label-2
PC 36:2,C44H84NO8P,C13-label-3
PC 36:2,C44H84NO8P,C13-label-4
PC 36:2,C44H84NO8P,C13-label-5
PC 36:2,C44H84NO8P,C13-label-6
PC 36:2,C44H84NO8P,C13-label-7
PC 36:2,C44H84NO8P,C13-label-8
PC 36:2,C44H84NO8P,C13-label-9
PC 36:2,C44H84NO8P,C13-label-10
PC 36:2,C44H84NO8P,C13-label-11
PC 36:2,C44H84NO8P,C13-label-12
PC 36:2,C44H84NO8P,C13-label-13
PC 36:2,C44H84NO8P,C13-label-14
PC 36:2,C44H84NO8P,C13-label-15
PC 36:2,C44H84NO8P,C13-label-16
PC 36:2,C44H84NO8P,C13-label-17
PC 36:2,C44H84NO8P,C13-label-18
PC 36:2,C44H84NO8P,C13-label-19
PC 36:2,C44H84NO8P,C13-label-20
PC 36:2,C44H84NO8P,C13-label-21
PC 36:2,C44H84NO8P,C13-label-22
PC 36:2,C44H84NO8P,C13-label-23
PC 36:2,C44H84NO8P,C13-label-24
PC 36:2,C44H84NO8P,C13-label-25
PC 36:2,C44H84NO8P,C13-label-26
PC 36:2,C44H84NO8P,C13-label-27
PC 36:2,C44H84NO8P,C13-label-28
PC 36:2,C44H84NO8P,C13-label-29
PC 36:2,C44H84NO8P,C13-label-30
PC 36:2,C44H84NO8P,C13-label-31
PC 36:2,C44H84NO8P,C13-label-32
PC 36:2,C44H84NO8P,C13-label-33
PC 36:2,C44H84NO8P,C13-label-34
PC 36:2,C44H84NO8P,C13-label-35
PC 36:2,C44H84NO8P,C13-label-36
PC 36:2,C44H84NO8P,C13-label-37
PC 36:2,C44H84NO8P,C13-label-38
PC 36:2,C44H84NO8P,C13-label-39
PC 36:2,C44H84NO8P,C13-label-40
PC 36:2,C44H84NO8P,C13-label-41
PC 36:2,C44H84NO8P,C13-label-42
PC 36:2,C44H84NO8P,C13-label-43
PC 36:2,C44H84NO8P,C13-label-44
PE 37:1,C42H82NO8P,C12 PARENT
PE 37:1,C42H82NO8P,C13-label-1
PE 37:1,C42H82NO8P,C13-label-2
PE 37:1,C42H82NO8P,C13-label-3
PE 37:1,C42H82NO8P,C13-label-4
PE 37:1,C42H82NO8P,C13-label-5
PE 37:1,C42H82NO8P,C13-label-6
PE 37:1,C42H82NO8P,C13-label-7
PE 37:1,C42H82NO8P,C13-label-8
PE 37:1,C42H82NO8P,C13-label-9
PE 37:1,C42H82NO8P,C13-label-10
PE 37:1,C42H82NO8P,C13-label-11
PE 37:1,C42H82NO8P,C13-label-12
PE 37:1,C42H82NO8P,C13-label-13
PE 37:1,C42H82NO8P,C13-label-14
PE 37:1,C42H82NO8P,C13-label-15
PE 37:1,C42H82NO8P,C13-label-16
PE 37:1,C42H82NO8P,C13-label-17
PE 37:1,C42H82NO8P,C13-label-18
PE 37:1,C42H82NO8P,C13-label-19
PE 37:1,C42H82NO8P,C13-label-20
PE 37:1,C42H82NO8P,C13-label-21
PE 37:1,C42H82NO8P,C13-label-22
PE 37:1,C42H82NO8P,C13-label-23
PE 37:1,C42H82NO8P,C13-label-24
PE 37:1,C42H82NO8P,C13-label-25
PE 37:1,C42H82NO8P,C13-label-26
PE 37:1,C42H82NO8P,C13-label-27
PE 37:1,C42H82NO8P,C13-label-28
PE 37:1,C42H82NO8P,C13-label-29
PE 37:1,C42H82NO8P,C13-label-30
PE 37:1,C42H82NO8P,C13-label-31
PE 37:1,C42H82NO8P,C13-label-32
PE 37:1,C42H82NO8P,C13-label-33
PE 37:1,C42H82NO8P,C13-label-34
PE 37:1,C42H82NO8P,C13-label-35
PE 37:1,C42H82NO8P,C13-label-36
PE 37:1,C42H82NO8P,C13-label-37
PE 37:1,C42H82NO8P,C13-label-38
PE 37:1,C42H82NO8P,C13-label-39
PE 37:1,C42H82NO8P,C13-label-40
PE 37:1,C42H82NO8P,C13-label-41
PE 37:1,C42H82NO8P,C13-label-42
PE O-38:0,C43H88NO7P,C12 PARENT
PE O-38:0,C43H88NO7P,C13-label-1
PE O-38:0,C43H88NO7P,C13-label-2
PE O-38:0,C43H88NO7P,C13-label-3
PE O-38:0,C43H88NO7P,C13-label-4
PE O-38:0,C43H88NO7P,C13-label-5
PE O-38:0,C43H88NO7P,C13-label-6
PE O-38:0,C43H88NO7P,C13-label-7
PE O-38:0,C43H88NO7P,C13-label-8
PE O-38:0,C43H88NO7P,C13-label-9
PE O-38:0,C43H88NO7P,C13-label-10
PE O-38:0,C43H88NO7P,C13-label-11
PE O-38:0,C43H88NO7P,C13-label-12
PE O-38:0,C43H88NO7P,C13-label-13
PE O-38:0,C43H88NO7P,C13-label-14
PE O-38:0,C43H88NO7P,C13-label-15
PE O-38:0,C43H88NO7P,C13-label-16
PE O-38:0,C43H88NO7P,C13-label-17
PE O-38:0,C43H88NO7P,C13-label-18
PE O-38:0,C43H88NO7P,C13-label-19
PE O-38:0,C43H88NO7P,C13-label-20
PE O-38:0,C43H88NO7P,C13-label-21
PE O-38:0,C43H88NO7P,C13-label-22
PE O-38:0,C43H88NO7P,C13-label-23
PE O-38:0,C43H88NO7P,C13-label-24
PE O-38:0,C43H88NO7P,C13-label-25
PE O-38:0,C43H88NO7P,C13-label-26
PE O-38:0,C43H88NO7P,C13-label-27
PE O-38:0,C43H88NO7P,C13-label-28
PE O-38:0,C43H88NO7P,C13-label-29
PE O-38:0,C43H88NO7P,C13-label-30
PE O-38:0,C43H88NO7P,C13-label-31
PE O-38:0,C43H88NO7P,C13-label-32
PE O-38:0,C43H88NO7P,C13-label-33
PE O-38:0,C43H88NO7P,C13-label-34
PE O-38:0,C43H88NO7P,C13-label-35
PE O-38:0,C43H88NO7P,C13-label-36
PE O-38:0,C43H88NO7P,C13-label-37
PE O-38:0,C43H88NO7P,C13-label-38
PE O-38:0,C43H88NO7P,C13-label-39
PE O-38:0,C43H88NO7P,C13-label-40
PE O-38:0,C43H88NO7P,C13-label-41
PE O-38:0,C43H88NO7P,C13-label-42
PE O-38:0,C43H88NO7P,C13-label-43
Pen5P,C5H11O8P,C12 PARENT
Pen5P,C5H11O8P,C13-label-1
Pen5P,C5H11O8P,C13-label-2
Pen5P,C5H11O8P,C13-label-3
Pen5P,C5H11O8P,C13-label-4
Pen5P,C5H11O8P,C13-label-5
Pentose,C5H10O5,C12 PARENT
Pentose,C5H10O5,C13-label-1
Pentose,C5H10O5,C13-label-2
Pentose,C5H10O5,C13-label-3
Pentose,C5H10O5,C13-label-4
Pentose,C5H10O5,C13-label-5
Pentose-5-phosphate,C5H11O8P,C12 PARENT
Pentose-5-phosphate,C5H11O8P,C13-label-1
Pentose-5-phosphate,C5H11O8P,C13-label-2
Pentose-5-phosphate,C5H11O8P,C13-label-3
Pentose-5-phosphate,C5H11O8P,C13-label-4
Pentose-5-phosphate,C5H11O8P,C13-label-5
PEP,C3H5O6P,C12 PARENT
PEP,C3H5O6P,C13-label-1
PEP,C3H5O6P,C13-label-2
PEP,C3H5O6P,C13-label-3
Phe,C9H11NO2,C12 PARENT
Phe,C9H11NO2,C13-label-1
Phe,C9H11NO2,C13-label-2
Phe,C9H11NO2,C13-label-3
Phe,C9H11NO2,C13-label-4
Phe,C9H11NO2,C13-label-5
Phe,C9H11NO2,C13-label-6
Phe,C9H11NO2,C13-label-7
Phe,C9H11NO2,C13-label-8
Phe,C9H11NO2,C13-label-9
Phenylalanine,C9H11NO2,C12 PARENT
Phenylalanine,C9H11NO2,C13-label-1
Phenylalanine,C9H11NO2,C13-label-2
Phenylalanine,C9H11NO2,C13-label-3
Phenylalanine,C9H11NO2,C13-label-4
Phenylalanine,C9H11NO2,C13-label-5
Phenylalanine,C9H11NO2,C13-label-6
Phenylalanine,C9H11NO2,C13-label-7
Phenylalanine,C9H11NO2,C13-label-8
Phenylalanine,C9H11NO2,C13-label-9
Phosphocreatine,C4H10N3O5P,C12 PARENT
Phosphocreatine,C4H10N3O5P,C13-label-1
Phosphocreatine,C4H10N3O5P,C13-label-2
Phosphocreatine,C4H10N3O5P,C13-label-3
Phosphocreatine,C4H10N3O5P,C13-label-4
Phosphoenolpyruvate,C3H5O6P,C12 PARENT
Phosphoenolpyruvate,C3H5O6P,C13-label-1
Phosphoenolpyruvate,C3H5O6P,C13-label-2
Phosphoenolpyruvate,C3H5O6P,C13-label-3
Pro,C5H9NO2,C12 PARENT
Pro,C5H9NO2,C13-label-1
Pro,C5H9NO2,C13-label-2
Pro,C5H9NO2,C13-label-3
Pro,C5H9NO2,C13-label-4
Pro,C5H9NO2,C13-label-5
Proline,C5H9NO2,C12 PARENT
Proline,C5H9NO2,C13-label-1
Proline,C5H9NO2,C13-label-2
Proline,C5H9NO2,C13-label-3
Proline,C5H9NO2,C13-label-4
Proline,C5H9NO2,C13-label-5
Prop CoA,C24H40N7O17P3S,C12 PARENT
Prop CoA,C24H40N7O17P3S,C13-label-1
Prop CoA,C24H40N7O17P3S,C13-label-2
Prop CoA,C24H40N7O17P3S,C13-label-3
Prop CoA,C24H40N7O17P3S,C13-label-4
Prop CoA,C24H40N7O17P3S,C13-label-5
Prop CoA,C24H40N7O17P3S,C13-label-6
Prop CoA,C24H40N7O17P3S,C13-label-7
Prop CoA,C24H40N7O17P3S,C13-label-8
Prop CoA,C24H40N7O17P3S,C13-label-9
Prop CoA,C24H40N7O17P3S,C13-label-10
Prop CoA,C24H40N7O17P3S,C13-label-11
Prop CoA,C24H40N7O17P3S,C13-label-12
Prop CoA,C24H40N7O17P3S,C13-label-13
Prop CoA,C24H40N7O17P3S,C13-label-14
Prop CoA,C24H40N7O17P3S,C13-label-15
Prop CoA,C24H40N7O17P3S,C13-label-16
Prop CoA,C24H40N7O17P3S,C13-label-17
Prop CoA,C24H40N7O17P3S,C13-label-18
Prop CoA,C24H40N7O17P3S,C13-label-19
Prop CoA,C24H40N7O17P3S,C13-label-20
Prop CoA,C24H40N7O17P3S,C13-label-21
Prop CoA,C24H40N7O17P3S,C13-label-22
Prop CoA,C24H40N7O17P3S,C13-label-23
Prop CoA,C24H40N7O17P3S,C13-label-24
Prop. Carn,C10H19NO4,C12 PARENT
Prop. Carn,C10H19NO4,C13-label-1
Prop. Carn,C10H19NO4,C13-label-2
Prop. Carn,C10H19NO4,C13-label-3
Prop. Carn,C10H19NO4,C13-label-4
Prop. Carn,C10H19NO4,C13-label-5
Prop. Carn,C10H19NO4,C13-label-6
Prop. Carn,C10H19NO4,C13-label-7
Prop. Carn,C10H19NO4,C13-label-8
Prop. Carn,C10H19NO4,C13-label-9
Prop. Carn,C10H19NO4,C13-label-10
Propionyl-L-carnitine,C10H19NO4,C12 PARENT
Propionyl-L-carnitine,C10H19NO4,C13-label-1
Propionyl-L-carnitine,C10H19NO4,C13-label-2
Propionyl-L-carnitine,C10H19NO4,C13-label-3
Propionyl-L-carnitine,C10H19NO4,C13-label-4
Propionyl-L-carnitine,C10H19NO4,C13-label-5
Propionyl-L-carnitine,C10H19NO4,C13-label-6
Propionyl-L-carnitine,C10H19NO4,C13-label-7
Propionyl-L-carnitine,C10H19NO4,C13-label-8
Propionyl-L-carnitine,C10H19NO4,C13-label-9
Propionyl-L-carnitine,C10H19NO4,C13-label-10
Pseudouridine,C9H12N2O6,C12 PARENT
Pseudouridine,C9H12N2O6,C13-label-1
Pseudouridine,C9H12N2O6,C13-label-2
Pseudouridine,C9H12N2O6,C13-label-3
Pseudouridine,C9H12N2O6,C13-label-4
Pseudouridine,C9H12N2O6,C13-label-5
Pseudouridine,C9H12N2O6,C13-label-6
Pseudouridine,C9H12N2O6,C13-label-7
Pseudouridine,C9H12N2O6,C13-label-8
Pseudouridine,C9H12N2O6,C13-label-9
Pudin,C9H12N2O6,C12 PARENT
Pudin,C9H12N2O6,C13-label-1
Pudin,C9H12N2O6,C13-label-2
Pudin,C9H12N2O6,C13-label-3
Pudin,C9H12N2O6,C13-label-4
Pudin,C9H12N2O6,C13-label-5
Pudin,C9H12N2O6,C13-label-6
Pudin,C9H12N2O6,C13-label-7
Pudin,C9H12N2O6,C13-label-8
Pudin,C9H12N2O6,C13-label-9
Pyr,C3H4O3,C12 PARENT
Pyr,C3H4O3,C13-label-1
Pyr,C3H4O3,C13-label-2
Pyr,C3H4O3,C13-label-3
Pyruvate,C3H4O3,C12 PARENT
Pyruvate,C3H4O3,C13-label-1
Pyruvate,C3H4O3,C13-label-2
Pyruvate,C3H4O3,C13-label-3
R5P,C5H11O8P,C12 PARENT
R5P,C5H11O8P,C13-label-1
R5P,C5H11O8P,C13-label-2
R5P,C5H11O8P,C13-label-3
R5P,C5H11O8P,C13-label-4
R5P,C5H11O8P,C13-label-5
Ri-Fl,C17H20N4O6,C12 PARENT
Ri-Fl,C17H20N4O6,C13-label-1
Ri-Fl,C17H20N4O6,C13-label-2
Ri-Fl,C17H20N4O6,C13-label-3
Ri-Fl,C17H20N4O6,C13-label-4
Ri-Fl,C17H20N4O6,C13-label-5
Ri-Fl,C17H20N4O6,C13-label-6
Ri-Fl,C17H20N4O6,C13-label-7
Ri-Fl,C17H20N4O6,C13-label-8
Ri-Fl,C17H20N4O6,C13-label-9
Ri-Fl,C17H20N4O6,C13-label-10
Ri-Fl,C17H20N4O6,C13-label-11
Ri-Fl,C17H20N4O6,C13-label-12
Ri-Fl,C17H20N4O6,C13-label-13
Ri-Fl,C17H20N4O6,C13-label-14
Ri-Fl,C17H20N4O6,C13-label-15
Ri-Fl,C17H20N4O6,C13-label-16
Ri-Fl,C17H20N4O6,C13-label-17
Rib,C5H10O5,C12 PARENT
Rib,C5H10O5,C13-label-1
Rib,C5H10O5,C13-label-2
Rib,C5H10O5,C13-label-3
Rib,C5H10O5,C13-label-4
Rib,C5H10O5,C13-label-5
Riboflavin,C17H20N4O6,C12 PARENT
Riboflavin,C17H20N4O6,C13-label-1
Riboflavin,C17H20N4O6,C13-label-2
Riboflavin,C17H20N4O6,C13-label-3
Riboflavin,C17H20N4O6,C13-label-4
Riboflavin,C17H20N4O6,C13-label-5
Riboflavin,C17H20N4O6,C13-label-6
Riboflavin,C17H20N4O6,C13-label-7
Riboflavin,C17H20N4O6,C13-label-8
Riboflavin,C17H20N4O6,C13-label-9
Riboflavin,C17H20N4O6,C13-label-10
Riboflavin,C17H20N4O6,C13-label-11
Riboflavin,C17H20N4O6,C13-label-12
Riboflavin,C17H20N4O6,C13-label-13
Riboflavin,C17H20N4O6,C13-label-14
Riboflavin,C17H20N4O6,C13-label-15
Riboflavin,C17H20N4O6,C13-label-16
Riboflavin,C17H20N4O6,C13-label-17
Ribose,C5H10O5,C12 PARENT
Ribose,C5H10O5,C13-label-1
Ribose,C5H10O5,C13-label-2
Ribose,C5H10O5,C13-label-3
Ribose,C5H10O5,C13-label-4
Ribose,C5H10O5,C13-label-5
Ribose-5-phosphate,C5H11O8P,C12 PARENT
Ribose-5-phosphate,C5H11O8P,C13-label-1
Ribose-5-phosphate,C5H11O8P,C13-label-2
Ribose-5-phosphate,C5H11O8P,C13-label-3
Ribose-5-phosphate,C5H11O8P,C13-label-4
Ribose-5-phosphate,C5H11O8P,C13-label-5
Ribulose-5-phosphate,C5H11O8P,C12 PARENT
Ribulose-5-phosphate,C5H11O8P,C13-label-1
Ribulose-5-phosphate,C5H11O8P,C13-label-2
Ribulose-5-phosphate,C5H11O8P,C13-label-3
Ribulose-5-phosphate,C5H11O8P,C13-label-4
Ribulose-5-phosphate,C5H11O8P,C13-label-5
Rl5P,C5H11O8P,C12 PARENT
Rl5P,C5H11O8P,C13-label-1
Rl5P,C5H11O8P,C13-label-2
Rl5P,C5H11O8P,C13-label-3
Rl5P,C5H11O8P,C13-label-4
Rl5P,C5H11O8P,C13-label-5
Rl5P,C5H11O8P,C12 PARENT
Rl5P,C5H11O8P,C13-label-1
Rl5P,C5H11O8P,C13-label-2
Rl5P,C5H11O8P,C13-label-3
Rl5P,C5H11O8P,C13-label-4
Rl5P,C5H11O8P,C13-label-5
S-(Adenosyl)-methionine,C15H22N6O5S,C12 PARENT
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-1
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-2
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-3
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-4
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-5
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-6
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-7
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-8
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-9
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-10
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-11
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-12
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-13
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-14
S-(Adenosyl)-methionine,C15H22N6O5S,C13-label-15
S-Adenosyl-homocysteine,C14H20N6O5S,C12 PARENT
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-1
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-2
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-3
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-4
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-5
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-6
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-7
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-8
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-9
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-10
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-11
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-12
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-13
S-Adenosyl-homocysteine,C14H20N6O5S,C13-label-14
S7P,C7H15O10P,C12 PARENT
S7P,C7H15O10P,C13-label-1
S7P,C7H15O10P,C13-label-2
S7P,C7H15O10P,C13-label-3
S7P,C7H15O10P,C13-label-4
S7P,C7H15O10P,C13-label-5
S7P,C7H15O10P,C13-label-6
S7P,C7H15O10P,C13-label-7
SAH,C14H20N6O5S,C12 PARENT
SAH,C14H20N6O5S,C13-label-1
SAH,C14H20N6O5S,C13-label-2
SAH,C14H20N6O5S,C13-label-3
SAH,C14H20N6O5S,C13-label-4
SAH,C14H20N6O5S,C13-label-5
SAH,C14H20N6O5S,C13-label-6
SAH,C14H20N6O5S,C13-label-7
SAH,C14H20N6O5S,C13-label-8
SAH,C14H20N6O5S,C13-label-9
SAH,C14H20N6O5S,C13-label-10
SAH,C14H20N6O5S,C13-label-11
SAH,C14H20N6O5S,C13-label-12
SAH,C14H20N6O5S,C13-label-13
SAH,C14H20N6O5S,C13-label-14
SAM,C15H22N6O5S,C12 PARENT
SAM,C15H22N6O5S,C13-label-1
SAM,C15H22N6O5S,C13-label-2
SAM,C15H22N6O5S,C13-label-3
SAM,C15H22N6O5S,C13-label-4
SAM,C15H22N6O5S,C13-label-5
SAM,C15H22N6O5S,C13-label-6
SAM,C15H22N6O5S,C13-label-7
SAM,C15H22N6O5S,C13-label-8
SAM,C15H22N6O5S,C13-label-9
SAM,C15H22N6O5S,C13-label-10
SAM,C15H22N6O5S,C13-label-11
SAM,C15H22N6O5S,C13-label-12
SAM,C15H22N6O5S,C13-label-13
SAM,C15H22N6O5S,C13-label-14
SAM,C15H22N6O5S,C13-label-15
Sarcosine,C3H7NO2,C12 PARENT
Sarcosine,C3H7NO2,C13-label-1
Sarcosine,C3H7NO2,C13-label-2
Sarcosine,C3H7NO2,C13-label-3
Sarcosine,C3H7NO2,C12 PARENT
Sarcosine,C3H7NO2,C13-label-1
Sarcosine,C3H7NO2,C13-label-2
Sarcosine,C3H7NO2,C13-label-3
Se-Met,C5H11NO2Se,C12 PARENT
Se-Met,C5H11NO2Se,C13-label-1
Se-Met,C5H11NO2Se,C13-label-2
Se-Met,C5H11NO2Se,C13-label-3
Se-Met,C5H11NO2Se,C13-label-4
Se-Met,C5H11NO2Se,C13-label-5
Sedoheptulose-7-phosphate,C7H15O10P,C12 PARENT
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-1
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-2
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-3
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-4
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-5
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-6
Sedoheptulose-7-phosphate,C7H15O10P,C13-label-7
Seleno-methionine,C5H11NO2Se,C12 PARENT
Seleno-methionine,C5H11NO2Se,C13-label-1
Seleno-methionine,C5H11NO2Se,C13-label-2
Seleno-methionine,C5H11NO2Se,C13-label-3
Seleno-methionine,C5H11NO2Se,C13-label-4
Seleno-methionine,C5H11NO2Se,C13-label-5
Ser,C3H7NO3,C12 PARENT
Ser,C3H7NO3,C13-label-1
Ser,C3H7NO3,C13-label-2
Ser,C3H7NO3,C13-label-3
Serine,C3H7NO3,C12 PARENT
Serine,C3H7NO3,C13-label-1
Serine,C3H7NO3,C13-label-2
Serine,C3H7NO3,C13-label-3
Serotonine,C10H12N2O,C12 PARENT
Serotonine,C10H12N2O,C13-label-1
Serotonine,C10H12N2O,C13-label-2
Serotonine,C10H12N2O,C13-label-3
Serotonine,C10H12N2O,C13-label-4
Serotonine,C10H12N2O,C13-label-5
Serotonine,C10H12N2O,C13-label-6
Serotonine,C10H12N2O,C13-label-7
Serotonine,C10H12N2O,C13-label-8
Serotonine,C10H12N2O,C13-label-9
Serotonine,C10H12N2O,C13-label-10
Sorbitol,C6H14O6,C12 PARENT
Sorbitol,C6H14O6,C13-label-1
Sorbitol,C6H14O6,C13-label-2
Sorbitol,C6H14O6,C13-label-3
Sorbitol,C6H14O6,C13-label-4
Sorbitol,C6H14O6,C13-label-5
Sorbitol,C6H14O6,C13-label-6
Spermidine,C7H19N3,C12 PARENT
Spermidine,C7H19N3,C13-label-1
Spermidine,C7H19N3,C13-label-2
Spermidine,C7H19N3,C13-label-3
Spermidine,C7H19N3,C13-label-4
Spermidine,C7H19N3,C13-label-5
Spermidine,C7H19N3,C13-label-6
Spermidine,C7H19N3,C13-label-7
Spermine,C10H26N4,C12 PARENT
Spermine,C10H26N4,C13-label-1
Spermine,C10H26N4,C13-label-2
Spermine,C10H26N4,C13-label-3
Spermine,C10H26N4,C13-label-4
Spermine,C10H26N4,C13-label-5
Spermine,C10H26N4,C13-label-6
Spermine,C10H26N4,C13-label-7
Spermine,C10H26N4,C13-label-8
Spermine,C10H26N4,C13-label-9
Spermine,C10H26N4,C13-label-10
Steaorylcarnitine,C25H49NO4,C12 PARENT
Steaorylcarnitine,C25H49NO4,C13-label-1
Steaorylcarnitine,C25H49NO4,C13-label-2
Steaorylcarnitine,C25H49NO4,C13-label-3
Steaorylcarnitine,C25H49NO4,C13-label-4
Steaorylcarnitine,C25H49NO4,C13-label-5
Steaorylcarnitine,C25H49NO4,C13-label-6
Steaorylcarnitine,C25H49NO4,C13-label-7
Steaorylcarnitine,C25H49NO4,C13-label-8
Steaorylcarnitine,C25H49NO4,C13-label-9
Steaorylcarnitine,C25H49NO4,C13-label-10
Steaorylcarnitine,C25H49NO4,C13-label-11
Steaorylcarnitine,C25H49NO4,C13-label-12
Steaorylcarnitine,C25H49NO4,C13-label-13
Steaorylcarnitine,C25H49NO4,C13-label-14
Steaorylcarnitine,C25H49NO4,C13-label-15
Steaorylcarnitine,C25H49NO4,C13-label-16
Steaorylcarnitine,C25H49NO4,C13-label-17
Steaorylcarnitine,C25H49NO4,C13-label-18
Steaorylcarnitine,C25H49NO4,C13-label-19
Steaorylcarnitine,C25H49NO4,C13-label-20
Steaorylcarnitine,C25H49NO4,C13-label-21
Steaorylcarnitine,C25H49NO4,C13-label-22
Steaorylcarnitine,C25H49NO4,C13-label-23
Steaorylcarnitine,C25H49NO4,C13-label-24
Steaorylcarnitine,C25H49NO4,C13-label-25
Stearic acid,C18H36O2,C12 PARENT
Stearic acid,C18H36O2,C13-label-1
Stearic acid,C18H36O2,C13-label-2
Stearic acid,C18H36O2,C13-label-3
Stearic acid,C18H36O2,C13-label-4
Stearic acid,C18H36O2,C13-label-5
Stearic acid,C18H36O2,C13-label-6
Stearic acid,C18H36O2,C13-label-7
Stearic acid,C18H36O2,C13-label-8
Stearic acid,C18H36O2,C13-label-9
Stearic acid,C18H36O2,C13-label-10
Stearic acid,C18H36O2,C13-label-11
Stearic acid,C18H36O2,C13-label-12
Stearic acid,C18H36O2,C13-label-13
Stearic acid,C18H36O2,C13-label-14
Stearic acid,C18H36O2,C13-label-15
Stearic acid,C18H36O2,C13-label-16
Stearic acid,C18H36O2,C13-label-17
Stearic acid,C18H36O2,C13-label-18
Suc,C4H6O4,C12 PARENT
Suc,C4H6O4,C13-label-1
Suc,C4H6O4,C13-label-2
Suc,C4H6O4,C13-label-3
