Compound,Formula,IsotopeLabel
dCMP,C9H14N3O7P,C13-label-9
dCTP,C9H16N3O13P3,C12 PARENT
dCTP,C9H16N3O13P3,C13-label-1
dCTP,C9H16N3O13P3,C13-label-2
dCTP,C9H16N3O13P3,C13-label-3
dCTP,C9H16N3O13P3,C13-label-4
dCTP,C9H16N3O13P3,C13-label-5
dCTP,C9H16N3O13P3,C13-label-6
dCTP,C9H16N3O13P3,C13-label-7
dCTP,C9H16N3O13P3,C13-label-8
dCTP,C9H16N3O13P3,C13-label-9
dGTP,C10H16N5O13P3,C12 PARENT
dGTP,C10H16N5O13P3,C13-label-1
dGTP,C10H16N5O13P3,C13-label-2
dGTP,C10H16N5O13P3,C13-label-3
dGTP,C10H16N5O13P3,C13-label-4
dGTP,C10H16N5O13P3,C13-label-5
dGTP,C10H16N5O13P3,C13-label-6
dGTP,C10H16N5O13P3,C13-label-7
dGTP,C10H16N5O13P3,C13-label-8
dGTP,C10H16N5O13P3,C13-label-9
dGTP,C10H16N5O13P3,C13-label-10
DHAP,C3H7O6P,C12 PARENT
DHAP,C3H7O6P,C13-label-1
DHAP,C3H7O6P,C13-label-2
DHAP,C3H7O6P,C13-label-3
DHF,C19H21N7O6,C12 PARENT
DHF,C19H21N7O6,C13-label-1
DHF,C19H21N7O6,C13-label-2
DHF,C19H21N7O6,C13-label-3
DHF,C19H21N7O6,C13-label-4
DHF,C19H21N7O6,C13-label-5
DHF,C19H21N7O6,C13-label-6
DHF,C19H21N7O6,C13-label-7
DHF,C19H21N7O6,C13-label-8
DHF,C19H21N7O6,C13-label-9
DHF,C19H21N7O6,C13-label-10
DHF,C19H21N7O6,C13-label-11
DHF,C19H21N7O6,C13-label-12
DHF,C19H21N7O6,C13-label-13
DHF,C19H21N7O6,C13-label-14
DHF,C19H21N7O6,C13-label-15
DHF,C19H21N7O6,C13-label-16
DHF,C19H21N7O6,C13-label-17
DHF,C19H21N7O6,C13-label-18
DHF,C19H21N7O6,C13-label-19
DHIV,C5H10O4,C12 PARENT
DHIV,C5H10O4,C13-label-1
DHIV,C5H10O4,C13-label-2
DHIV,C5H10O4,C13-label-3
DHIV,C5H10O4,C13-label-4
DHIV,C5H10O4,C13-label-5
Dihydrofolic acid,C19H21N7O6,C12 PARENT
Dihydrofolic acid,C19H21N7O6,C13-label-1
Dihydrofolic acid,C19H21N7O6,C13-label-2
Dihydrofolic acid,C19H21N7O6,C13-label-3
Dihydrofolic acid,C19H21N7O6,C13-label-4
Dihydrofolic acid,C19H21N7O6,C13-label-5
Dihydrofolic acid,C19H21N7O6,C13-label-6
Dihydrofolic acid,C19H21N7O6,C13-label-7
Dihydrofolic acid,C19H21N7O6,C13-label-8
Dihydrofolic acid,C19H21N7O6,C13-label-9
Dihydrofolic acid,C19H21N7O6,C13-label-10
Dihydrofolic acid,C19H21N7O6,C13-label-11
Dihydrofolic acid,C19H21N7O6,C13-label-12
Dihydrofolic acid,C19H21N7O6,C13-label-13
Dihydrofolic acid,C19H21N7O6,C13-label-14
Dihydrofolic acid,C19H21N7O6,C13-label-15
Dihydrofolic acid,C19H21N7O6,C13-label-16
Dihydrofolic acid,C19H21N7O6,C13-label-17
Dihydrofolic acid,C19H21N7O6,C13-label-18
Dihydrofolic acid,C19H21N7O6,C13-label-19
Dihydroxyacetonephosphate,C3H7O6P,C12 PARENT
Dihydroxyacetonephosphate,C3H7O6P,C13-label-1
Dihydroxyacetonephosphate,C3H7O6P,C13-label-2
Dihydroxyacetonephosphate,C3H7O6P,C13-label-3
Dihydroxyisovalerate,C5H10O4,C12 PARENT
Dihydroxyisovalerate,C5H10O4,C13-label-1
Dihydroxyisovalerate,C5H10O4,C13-label-2
Dihydroxyisovalerate,C5H10O4,C13-label-3
Dihydroxyisovalerate,C5H10O4,C13-label-4
Dihydroxyisovalerate,C5H10O4,C13-label-5
Djenkolic acid,C7H14N2O4S2,C12 PARENT
Djenkolic acid,C7H14N2O4S2,C13-label-1
Djenkolic acid,C7H14N2O4S2,C13-label-2
Djenkolic acid,C7H14N2O4S2,C13-label-3
Djenkolic acid,C7H14N2O4S2,C13-label-4
Djenkolic acid,C7H14N2O4S2,C13-label-5
Djenkolic acid,C7H14N2O4S2,C13-label-6
Djenkolic acid,C7H14N2O4S2,C13-label-7
dUdin,C9H12N2O5,C12 PARENT
dUdin,C9H12N2O5,C13-label-1
dUdin,C9H12N2O5,C13-label-2
dUdin,C9H12N2O5,C13-label-3
dUdin,C9H12N2O5,C13-label-4
dUdin,C9H12N2O5,C13-label-5
dUdin,C9H12N2O5,C13-label-6
dUdin,C9H12N2O5,C13-label-7
dUdin,C9H12N2O5,C13-label-8
dUdin,C9H12N2O5,C13-label-9
E4P,C4H9O7P,C12 PARENT
E4P,C4H9O7P,C13-label-1
E4P,C4H9O7P,C13-label-2
E4P,C4H9O7P,C13-label-3
E4P,C4H9O7P,C13-label-4
EryOl,C4H10O4,C12 PARENT
EryOl,C4H10O4,C13-label-1
EryOl,C4H10O4,C13-label-2
EryOl,C4H10O4,C13-label-3
EryOl,C4H10O4,C13-label-4
Erythrol,C4H10O4,C12 PARENT
Erythrol,C4H10O4,C13-label-1
Erythrol,C4H10O4,C13-label-2
Erythrol,C4H10O4,C13-label-3
Erythrol,C4H10O4,C13-label-4
Erythrose-4-phosphate,C4H9O7P,C12 PARENT
Erythrose-4-phosphate,C4H9O7P,C13-label-1
Erythrose-4-phosphate,C4H9O7P,C13-label-2
Erythrose-4-phosphate,C4H9O7P,C13-label-3
Erythrose-4-phosphate,C4H9O7P,C13-label-4
F1P,C6H13O9P,C12 PARENT
F1P,C6H13O9P,C13-label-1
F1P,C6H13O9P,C13-label-2
F1P,C6H13O9P,C13-label-3
F1P,C6H13O9P,C13-label-4
F1P,C6H13O9P,C13-label-5
F1P,C6H13O9P,C13-label-6
F6P,C6H13O9P,C12 PARENT
F6P,C6H13O9P,C13-label-1
F6P,C6H13O9P,C13-label-2
F6P,C6H13O9P,C13-label-3
F6P,C6H13O9P,C13-label-4
F6P,C6H13O9P,C13-label-5
F6P,C6H13O9P,C13-label-6
FAD,C27H33N9O15P2,C12 PARENT
FAD,C27H33N9O15P2,C13-label-1
FAD,C27H33N9O15P2,C13-label-2
FAD,C27H33N9O15P2,C13-label-3
FAD,C27H33N9O15P2,C13-label-4
FAD,C27H33N9O15P2,C13-label-5
FAD,C27H33N9O15P2,C13-label-6
FAD,C27H33N9O15P2,C13-label-7
FAD,C27H33N9O15P2,C13-label-8
FAD,C27H33N9O15P2,C13-label-9
FAD,C27H33N9O15P2,C13-label-10
FAD,C27H33N9O15P2,C13-label-11
FAD,C27H33N9O15P2,C13-label-12
FAD,C27H33N9O15P2,C13-label-13
FAD,C27H33N9O15P2,C13-label-14
FAD,C27H33N9O15P2,C13-label-15
FAD,C27H33N9O15P2,C13-label-16
FAD,C27H33N9O15P2,C13-label-17
FAD,C27H33N9O15P2,C13-label-18
FAD,C27H33N9O15P2,C13-label-19
FAD,C27H33N9O15P2,C13-label-20
FAD,C27H33N9O15P2,C13-label-21
FAD,C27H33N9O15P2,C13-label-22
FAD,C27H33N9O15P2,C13-label-23
FAD,C27H33N9O15P2,C13-label-24
FAD,C27H33N9O15P2,C13-label-25
FAD,C27H33N9O15P2,C13-label-26
FAD,C27H33N9O15P2,C13-label-27
FADH2,C27H37N9O15P2,C12 PARENT
FADH2,C27H37N9O15P2,C13-label-1
FADH2,C27H37N9O15P2,C13-label-2
FADH2,C27H37N9O15P2,C13-label-3
FADH2,C27H37N9O15P2,C13-label-4
FADH2,C27H37N9O15P2,C13-label-5
FADH2,C27H37N9O15P2,C13-label-6
FADH2,C27H37N9O15P2,C13-label-7
FADH2,C27H37N9O15P2,C13-label-8
FADH2,C27H37N9O15P2,C13-label-9
FADH2,C27H37N9O15P2,C13-label-10
FADH2,C27H37N9O15P2,C13-label-11
FADH2,C27H37N9O15P2,C13-label-12
FADH2,C27H37N9O15P2,C13-label-13
FADH2,C27H37N9O15P2,C13-label-14
FADH2,C27H37N9O15P2,C13-label-15
FADH2,C27H37N9O15P2,C13-label-16
FADH2,C27H37N9O15P2,C13-label-17
FADH2,C27H37N9O15P2,C13-label-18
FADH2,C27H37N9O15P2,C13-label-19
FADH2,C27H37N9O15P2,C13-label-20
FADH2,C27H37N9O15P2,C13-label-21
FADH2,C27H37N9O15P2,C13-label-22
FADH2,C27H37N9O15P2,C13-label-23
FADH2,C27H37N9O15P2,C13-label-24
FADH2,C27H37N9O15P2,C13-label-25
FADH2,C27H37N9O15P2,C13-label-26
FADH2,C27H37N9O15P2,C13-label-27
FBP,C6H14O12P2,C12 PARENT
FBP,C6H14O12P2,C13-label-1
FBP,C6H14O12P2,C13-label-2
FBP,C6H14O12P2,C13-label-3
FBP,C6H14O12P2,C13-label-4
FBP,C6H14O12P2,C13-label-5
FBP,C6H14O12P2,C13-label-6
Flavinadenin dinucleotide,C27H33P2N9O15,C12 PARENT
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-1
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-2
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-3
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-4
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-5
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-6
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-7
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-8
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-9
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-10
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-11
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-12
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-13
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-14
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-15
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-16
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-17
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-18
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-19
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-20
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-21
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-22
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-23
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-24
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-25
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-26
Flavinadenin dinucleotide,C27H33P2N9O15,C13-label-27
FMN,C17H21N4O9P,C12 PARENT
FMN,C17H21N4O9P,C13-label-1
FMN,C17H21N4O9P,C13-label-2
FMN,C17H21N4O9P,C13-label-3
FMN,C17H21N4O9P,C13-label-4
FMN,C17H21N4O9P,C13-label-5
FMN,C17H21N4O9P,C13-label-6
FMN,C17H21N4O9P,C13-label-7
FMN,C17H21N4O9P,C13-label-8
FMN,C17H21N4O9P,C13-label-9
FMN,C17H21N4O9P,C13-label-10
FMN,C17H21N4O9P,C13-label-11
FMN,C17H21N4O9P,C13-label-12
FMN,C17H21N4O9P,C13-label-13
FMN,C17H21N4O9P,C13-label-14
FMN,C17H21N4O9P,C13-label-15
FMN,C17H21N4O9P,C13-label-16
FMN,C17H21N4O9P,C13-label-17
Folate,C19H19N7O6,C12 PARENT
Folate,C19H19N7O6,C13-label-1
Folate,C19H19N7O6,C13-label-2
Folate,C19H19N7O6,C13-label-3
Folate,C19H19N7O6,C13-label-4
Folate,C19H19N7O6,C13-label-5
Folate,C19H19N7O6,C13-label-6
Folate,C19H19N7O6,C13-label-7
Folate,C19H19N7O6,C13-label-8
Folate,C19H19N7O6,C13-label-9
Folate,C19H19N7O6,C13-label-10
Folate,C19H19N7O6,C13-label-11
Folate,C19H19N7O6,C13-label-12
Folate,C19H19N7O6,C13-label-13
Folate,C19H19N7O6,C13-label-14
Folate,C19H19N7O6,C13-label-15
Folate,C19H19N7O6,C13-label-16
Folate,C19H19N7O6,C13-label-17
Folate,C19H19N7O6,C13-label-18
Folate,C19H19N7O6,C13-label-19
Folic acid,C19H19N7O6,C12 PARENT
Folic acid,C19H19N7O6,C13-label-1
Folic acid,C19H19N7O6,C13-label-2
Folic acid,C19H19N7O6,C13-label-3
Folic acid,C19H19N7O6,C13-label-4
Folic acid,C19H19N7O6,C13-label-5
Folic acid,C19H19N7O6,C13-label-6
Folic acid,C19H19N7O6,C13-label-7
Folic acid,C19H19N7O6,C13-label-8
Folic acid,C19H19N7O6,C13-label-9
Folic acid,C19H19N7O6,C13-label-10
Folic acid,C19H19N7O6,C13-label-11
Folic acid,C19H19N7O6,C13-label-12
Folic acid,C19H19N7O6,C13-label-13
Folic acid,C19H19N7O6,C13-label-14
Folic acid,C19H19N7O6,C13-label-15
Folic acid,C19H19N7O6,C13-label-16
Folic acid,C19H19N7O6,C13-label-17
Folic acid,C19H19N7O6,C13-label-18
Folic acid,C19H19N7O6,C13-label-19
Fru,C6H12O6,C12 PARENT
Fru,C6H12O6,C13-label-1
Fru,C6H12O6,C13-label-2
Fru,C6H12O6,C13-label-3
Fru,C6H12O6,C13-label-4
Fru,C6H12O6,C13-label-5
Fru,C6H12O6,C13-label-6
Fructose,C6H12O6,C12 PARENT
Fructose,C6H12O6,C13-label-1
Fructose,C6H12O6,C13-label-2
Fructose,C6H12O6,C13-label-3
Fructose,C6H12O6,C13-label-4
Fructose,C6H12O6,C13-label-5
Fructose,C6H12O6,C13-label-6
Fructose-1-phosphate,C6H13O9P,C12 PARENT
Fructose-1-phosphate,C6H13O9P,C13-label-1
Fructose-1-phosphate,C6H13O9P,C13-label-2
Fructose-1-phosphate,C6H13O9P,C13-label-3
Fructose-1-phosphate,C6H13O9P,C13-label-4
Fructose-1-phosphate,C6H13O9P,C13-label-5
Fructose-1-phosphate,C6H13O9P,C13-label-6
"Fructose-1,6-bisphosphate",C6H14O12P2,C12 PARENT
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-1
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-2
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-3
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-4
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-5
"Fructose-1,6-bisphosphate",C6H14O12P2,C13-label-6
Fructose-6-phosphate,C6H13O9P,C12 PARENT
Fructose-6-phosphate,C6H13O9P,C13-label-1
Fructose-6-phosphate,C6H13O9P,C13-label-2
Fructose-6-phosphate,C6H13O9P,C13-label-3
Fructose-6-phosphate,C6H13O9P,C13-label-4
Fructose-6-phosphate,C6H13O9P,C13-label-5
Fructose-6-phosphate,C6H13O9P,C13-label-6
Fructose-bisphosphate,C6H14O12P2,C12 PARENT
Fructose-bisphosphate,C6H14O12P2,C13-label-1
Fructose-bisphosphate,C6H14O12P2,C13-label-2
Fructose-bisphosphate,C6H14O12P2,C13-label-3
Fructose-bisphosphate,C6H14O12P2,C13-label-4
Fructose-bisphosphate,C6H14O12P2,C13-label-5
Fructose-bisphosphate,C6H14O12P2,C13-label-6
Fum,C4H4O4,C12 PARENT
Fum,C4H4O4,C13-label-1
Fum,C4H4O4,C13-label-2
Fum,C4H4O4,C13-label-3
Fum,C4H4O4,C13-label-4
Fumarate,C4H4O4,C12 PARENT
Fumarate,C4H4O4,C13-label-1
Fumarate,C4H4O4,C13-label-2
Fumarate,C4H4O4,C13-label-3
Fumarate,C4H4O4,C13-label-4
G1P,C6H13O9P,C12 PARENT
G1P,C6H13O9P,C13-label-1
G1P,C6H13O9P,C13-label-2
G1P,C6H13O9P,C13-label-3
G1P,C6H13O9P,C13-label-4
G1P,C6H13O9P,C13-label-5
G1P,C6H13O9P,C13-label-6
G6P,C6H13O9P,C12 PARENT
G6P,C6H13O9P,C13-label-1
G6P,C6H13O9P,C13-label-2
G6P,C6H13O9P,C13-label-3
G6P,C6H13O9P,C13-label-4
G6P,C6H13O9P,C13-label-5
G6P,C6H13O9P,C13-label-6
GA3P,C3H7O6P,C12 PARENT
GA3P,C3H7O6P,C13-label-1
GA3P,C3H7O6P,C13-label-2
GA3P,C3H7O6P,C13-label-3
Gal,C6H12O6,C12 PARENT
Gal,C6H12O6,C13-label-1
Gal,C6H12O6,C13-label-2
Gal,C6H12O6,C13-label-3
Gal,C6H12O6,C13-label-4
Gal,C6H12O6,C13-label-5
Gal,C6H12O6,C13-label-6
Galactose,C6H12O6,C12 PARENT
Galactose,C6H12O6,C13-label-1
Galactose,C6H12O6,C13-label-2
Galactose,C6H12O6,C13-label-3
Galactose,C6H12O6,C13-label-4
Galactose,C6H12O6,C13-label-5
Galactose,C6H12O6,C13-label-6
GAP,C3H7O6P,C12 PARENT
GAP,C3H7O6P,C13-label-1
GAP,C3H7O6P,C13-label-2
GAP,C3H7O6P,C13-label-3
GdinAc,C3H7N3O2,C12 PARENT
GdinAc,C3H7N3O2,C13-label-1
GdinAc,C3H7N3O2,C13-label-2
GdinAc,C3H7N3O2,C13-label-3
GDP,C10H15N5O11P2,C12 PARENT
GDP,C10H15N5O11P2,C13-label-1
GDP,C10H15N5O11P2,C13-label-2
GDP,C10H15N5O11P2,C13-label-3
GDP,C10H15N5O11P2,C13-label-4
GDP,C10H15N5O11P2,C13-label-5
GDP,C10H15N5O11P2,C13-label-6
GDP,C10H15N5O11P2,C13-label-7
GDP,C10H15N5O11P2,C13-label-8
GDP,C10H15N5O11P2,C13-label-9
GDP,C10H15N5O11P2,C13-label-10
Glc,C6H12O6,C12 PARENT
Glc,C6H12O6,C13-label-1
Glc,C6H12O6,C13-label-2
Glc,C6H12O6,C13-label-3
Glc,C6H12O6,C13-label-4
Glc,C6H12O6,C13-label-5
Glc,C6H12O6,C13-label-6
Glc-ON,C6H12O7,C12 PARENT
Glc-ON,C6H12O7,C13-label-1
Glc-ON,C6H12O7,C13-label-2
Glc-ON,C6H12O7,C13-label-3
Glc-ON,C6H12O7,C13-label-4
Glc-ON,C6H12O7,C13-label-5
Glc-ON,C6H12O7,C13-label-6
GlcNAc6P,C8H16NO9P,C12 PARENT
GlcNAc6P,C8H16NO9P,C13-label-1
GlcNAc6P,C8H16NO9P,C13-label-2
GlcNAc6P,C8H16NO9P,C13-label-3
GlcNAc6P,C8H16NO9P,C13-label-4
GlcNAc6P,C8H16NO9P,C13-label-5
GlcNAc6P,C8H16NO9P,C13-label-6
GlcNAc6P,C8H16NO9P,C13-label-7
GlcNAc6P,C8H16NO9P,C13-label-8
Gln,C5H10N2O3,C12 PARENT
Gln,C5H10N2O3,C13-label-1
Gln,C5H10N2O3,C13-label-2
Gln,C5H10N2O3,C13-label-3
Gln,C5H10N2O3,C13-label-4
Gln,C5H10N2O3,C13-label-5
Glu,C5H9NO4,C12 PARENT
Glu,C5H9NO4,C13-label-1
Glu,C5H9NO4,C13-label-2
Glu,C5H9NO4,C13-label-3
Glu,C5H9NO4,C13-label-4
Glu,C5H9NO4,C13-label-5
Glu-Cys,C8H14N2O5S,C12 PARENT
Glu-Cys,C8H14N2O5S,C13-label-1
Glu-Cys,C8H14N2O5S,C13-label-2
Glu-Cys,C8H14N2O5S,C13-label-3
Glu-Cys,C8H14N2O5S,C13-label-4
Glu-Cys,C8H14N2O5S,C13-label-5
Glu-Cys,C8H14N2O5S,C13-label-6
Glu-Cys,C8H14N2O5S,C13-label-7
Glu-Cys,C8H14N2O5S,C13-label-8
Gluconate,C6H12O7,C12 PARENT
Gluconate,C6H12O7,C13-label-1
Gluconate,C6H12O7,C13-label-2
Gluconate,C6H12O7,C13-label-3
Gluconate,C6H12O7,C13-label-4
Gluconate,C6H12O7,C13-label-5
Gluconate,C6H12O7,C13-label-6
Glucosamine,C6H13NO5,C12 PARENT
Glucosamine,C6H13NO5,C13-label-1
Glucosamine,C6H13NO5,C13-label-2
Glucosamine,C6H13NO5,C13-label-3
Glucosamine,C6H13NO5,C13-label-4
Glucosamine,C6H13NO5,C13-label-5
Glucosamine,C6H13NO5,C13-label-6
Glucose,C6H12O6,C12 PARENT
Glucose,C6H12O6,C13-label-1
Glucose,C6H12O6,C13-label-2
Glucose,C6H12O6,C13-label-3
Glucose,C6H12O6,C13-label-4
Glucose,C6H12O6,C13-label-5
Glucose,C6H12O6,C13-label-6
Glucose-1-phosphate,C6H13O9P,C12 PARENT
Glucose-1-phosphate,C6H13O9P,C13-label-1
Glucose-1-phosphate,C6H13O9P,C13-label-2
Glucose-1-phosphate,C6H13O9P,C13-label-3
Glucose-1-phosphate,C6H13O9P,C13-label-4
Glucose-1-phosphate,C6H13O9P,C13-label-5
Glucose-1-phosphate,C6H13O9P,C13-label-6
Glucose-6-phosphate,C6H13O9P,C12 PARENT
Glucose-6-phosphate,C6H13O9P,C13-label-1
Glucose-6-phosphate,C6H13O9P,C13-label-2
Glucose-6-phosphate,C6H13O9P,C13-label-3
Glucose-6-phosphate,C6H13O9P,C13-label-4
Glucose-6-phosphate,C6H13O9P,C13-label-5
Glucose-6-phosphate,C6H13O9P,C13-label-6
Glutamine,C5H10N2O3,C12 PARENT
Glutamine,C5H10N2O3,C13-label-1
Glutamine,C5H10N2O3,C13-label-2
Glutamine,C5H10N2O3,C13-label-3
Glutamine,C5H10N2O3,C13-label-4
Glutamine,C5H10N2O3,C13-label-5
Glutamyl-cysteine,C8H14N2O5S,C12 PARENT
Glutamyl-cysteine,C8H14N2O5S,C13-label-1
Glutamyl-cysteine,C8H14N2O5S,C13-label-2
Glutamyl-cysteine,C8H14N2O5S,C13-label-3
Glutamyl-cysteine,C8H14N2O5S,C13-label-4
Glutamyl-cysteine,C8H14N2O5S,C13-label-5
Glutamyl-cysteine,C8H14N2O5S,C13-label-6
Glutamyl-cysteine,C8H14N2O5S,C13-label-7
Glutamyl-cysteine,C8H14N2O5S,C13-label-8
Glutarate,C5H8O4,C12 PARENT
Glutarate,C5H8O4,C13-label-1
Glutarate,C5H8O4,C13-label-2
Glutarate,C5H8O4,C13-label-3
Glutarate,C5H8O4,C13-label-4
Glutarate,C5H8O4,C13-label-5
Glutathione,C10H17N3O6S,C12 PARENT
Glutathione,C10H17N3O6S,C13-label-1
Glutathione,C10H17N3O6S,C13-label-2
Glutathione,C10H17N3O6S,C13-label-3
Glutathione,C10H17N3O6S,C13-label-4
Glutathione,C10H17N3O6S,C13-label-5
Glutathione,C10H17N3O6S,C13-label-6
Glutathione,C10H17N3O6S,C13-label-7
Glutathione,C10H17N3O6S,C13-label-8
Glutathione,C10H17N3O6S,C13-label-9
Glutathione,C10H17N3O6S,C13-label-10
Glutathione oxidized,C20H32N6O12S2,C12 PARENT
Glutathione oxidized,C20H32N6O12S2,C13-label-1
Glutathione oxidized,C20H32N6O12S2,C13-label-2
Glutathione oxidized,C20H32N6O12S2,C13-label-3
Glutathione oxidized,C20H32N6O12S2,C13-label-4
Glutathione oxidized,C20H32N6O12S2,C13-label-5
Glutathione oxidized,C20H32N6O12S2,C13-label-6
Glutathione oxidized,C20H32N6O12S2,C13-label-7
Glutathione oxidized,C20H32N6O12S2,C13-label-8
Glutathione oxidized,C20H32N6O12S2,C13-label-9
Glutathione oxidized,C20H32N6O12S2,C13-label-10
Glutathione oxidized,C20H32N6O12S2,C13-label-11
Glutathione oxidized,C20H32N6O12S2,C13-label-12
Glutathione oxidized,C20H32N6O12S2,C13-label-13
Glutathione oxidized,C20H32N6O12S2,C13-label-14
Glutathione oxidized,C20H32N6O12S2,C13-label-15
Glutathione oxidized,C20H32N6O12S2,C13-label-16
Glutathione oxidized,C20H32N6O12S2,C13-label-17
Glutathione oxidized,C20H32N6O12S2,C13-label-18
Glutathione oxidized,C20H32N6O12S2,C13-label-19
Glutathione oxidized,C20H32N6O12S2,C13-label-20
Glutathione reduced,C10H17N3O6S,C12 PARENT
Glutathione reduced,C10H17N3O6S,C13-label-1
Glutathione reduced,C10H17N3O6S,C13-label-2
Glutathione reduced,C10H17N3O6S,C13-label-3
Glutathione reduced,C10H17N3O6S,C13-label-4
Glutathione reduced,C10H17N3O6S,C13-label-5
Glutathione reduced,C10H17N3O6S,C13-label-6
Glutathione reduced,C10H17N3O6S,C13-label-7
Glutathione reduced,C10H17N3O6S,C13-label-8
Glutathione reduced,C10H17N3O6S,C13-label-9
Glutathione reduced,C10H17N3O6S,C13-label-10
"Glutathione, oxidized",C20H32N6O12S2,C12 PARENT
"Glutathione, oxidized",C20H32N6O12S2,C13-label-1
"Glutathione, oxidized",C20H32N6O12S2,C13-label-2
"Glutathione, oxidized",C20H32N6O12S2,C13-label-3
"Glutathione, oxidized",C20H32N6O12S2,C13-label-4
"Glutathione, oxidized",C20H32N6O12S2,C13-label-5
"Glutathione, oxidized",C20H32N6O12S2,C13-label-6
"Glutathione, oxidized",C20H32N6O12S2,C13-label-7
"Glutathione, oxidized",C20H32N6O12S2,C13-label-8
"Glutathione, oxidized",C20H32N6O12S2,C13-label-9
"Glutathione, oxidized",C20H32N6O12S2,C13-label-10
"Glutathione, oxidized",C20H32N6O12S2,C13-label-11
"Glutathione, oxidized",C20H32N6O12S2,C13-label-12
"Glutathione, oxidized",C20H32N6O12S2,C13-label-13
"Glutathione, oxidized",C20H32N6O12S2,C13-label-14
"Glutathione, oxidized",C20H32N6O12S2,C13-label-15
"Glutathione, oxidized",C20H32N6O12S2,C13-label-16
"Glutathione, oxidized",C20H32N6O12S2,C13-label-17
"Glutathione, oxidized",C20H32N6O12S2,C13-label-18
"Glutathione, oxidized",C20H32N6O12S2,C13-label-19
"Glutathione, oxidized",C20H32N6O12S2,C13-label-20
"Glutathione, reduced",C10H17N3O6S,C12 PARENT
"Glutathione, reduced",C10H17N3O6S,C13-label-1
"Glutathione, reduced",C10H17N3O6S,C13-label-2
"Glutathione, reduced",C10H17N3O6S,C13-label-3
"Glutathione, reduced",C10H17N3O6S,C13-label-4
"Glutathione, reduced",C10H17N3O6S,C13-label-5
"Glutathione, reduced",C10H17N3O6S,C13-label-6
"Glutathione, reduced",C10H17N3O6S,C13-label-7
"Glutathione, reduced",C10H17N3O6S,C13-label-8
"Glutathione, reduced",C10H17N3O6S,C13-label-9
"Glutathione, reduced",C10H17N3O6S,C13-label-10
Gly,C2H5NO2,C12 PARENT
Gly,C2H5NO2,C13-label-1
Gly,C2H5NO2,C13-label-2
Glycerol 3-phosphate,C3H9O6P,C12 PARENT
Glycerol 3-phosphate,C3H9O6P,C13-label-1
Glycerol 3-phosphate,C3H9O6P,C13-label-2
Glycerol 3-phosphate,C3H9O6P,C13-label-3
Glycine,C2H5NO2,C12 PARENT
Glycine,C2H5NO2,C13-label-1
Glycine,C2H5NO2,C13-label-2
Glyoxylate,C2H2O3,C12 PARENT
Glyoxylate,C2H2O3,C13-label-1
Glyoxylate,C2H2O3,C13-label-2
Glyoxylic acid,C2H2O3,C12 PARENT
Glyoxylic acid,C2H2O3,C13-label-1
Glyoxylic acid,C2H2O3,C13-label-2
GMP,C10H14N5O8P,C12 PARENT
GMP,C10H14N5O8P,C13-label-1
GMP,C10H14N5O8P,C13-label-2
GMP,C10H14N5O8P,C13-label-3
GMP,C10H14N5O8P,C13-label-4
GMP,C10H14N5O8P,C13-label-5
GMP,C10H14N5O8P,C13-label-6
GMP,C10H14N5O8P,C13-label-7
GMP,C10H14N5O8P,C13-label-8
GMP,C10H14N5O8P,C13-label-9
GMP,C10H14N5O8P,C13-label-10
Gnin,C5H5N5O,C12 PARENT
Gnin,C5H5N5O,C13-label-1
Gnin,C5H5N5O,C13-label-2
Gnin,C5H5N5O,C13-label-3
Gnin,C5H5N5O,C13-label-4
Gnin,C5H5N5O,C13-label-5
GSH,C10H17N3O6S,C12 PARENT
